Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
24/03/2022;20:00:00;0             ;168             ;50.44;
24/03/2022;20:15:00;0             ;168             ;50.44;
24/03/2022;20:30:00;0             ;167             ;49.78;
24/03/2022;20:45:00;0             ;167             ;49.78;
24/03/2022;21:00:00;0             ;167             ;49.78;
24/03/2022;21:15:00;0             ;167             ;49.78;
24/03/2022;21:30:00;0             ;167             ;49.78;
24/03/2022;21:45:00;0             ;167             ;49.78;
24/03/2022;22:00:00;0             ;167             ;49.78;
24/03/2022;22:15:00;0             ;167             ;49.78;
24/03/2022;22:30:00;0             ;167             ;49.78;
24/03/2022;22:45:00;0             ;166             ;49.12;
24/03/2022;23:00:00;0             ;166             ;49.12;
24/03/2022;23:15:00;0             ;166             ;49.12;
24/03/2022;23:30:00;0             ;167             ;49.78;
24/03/2022;23:45:00;0             ;167             ;49.78;
25/03/2022;00:00:00;0             ;167             ;49.78;
25/03/2022;00:15:00;0             ;166             ;49.12;
25/03/2022;00:30:00;0             ;166             ;49.12;
25/03/2022;00:45:00;0             ;167             ;49.78;
25/03/2022;01:00:00;0             ;167             ;49.78;
25/03/2022;01:15:00;0             ;167             ;49.78;
25/03/2022;01:30:00;0             ;167             ;49.78;
25/03/2022;01:45:00;0             ;167             ;49.78;
25/03/2022;02:00:00;0             ;167             ;49.78;
25/03/2022;02:15:00;0             ;167             ;49.78;
25/03/2022;02:30:00;0             ;167             ;49.78;
25/03/2022;02:45:00;0             ;168             ;50.44;
25/03/2022;03:00:00;0             ;169             ;51.11;
25/03/2022;03:15:00;0             ;170             ;51.79;
25/03/2022;03:30:00;0             ;171             ;52.46;
25/03/2022;03:45:00;0             ;172             ;53.14;
25/03/2022;04:00:00;0             ;174             ;54.51;
25/03/2022;04:15:00;0             ;175             ;55.2;
25/03/2022;04:30:00;0             ;177             ;56.58;
25/03/2022;04:45:00;0             ;180             ;58.68;
25/03/2022;05:00:00;0             ;182             ;60.1;
25/03/2022;05:15:00;0             ;184             ;61.53;
25/03/2022;05:30:00;0             ;186             ;62.97;
25/03/2022;05:45:00;0             ;189             ;65.16;
25/03/2022;06:00:00;0             ;191             ;66.63;
25/03/2022;06:15:00;0             ;193             ;68.11;
25/03/2022;06:30:00;0             ;195             ;69.61;
25/03/2022;06:45:00;0             ;196             ;70.36;
25/03/2022;07:00:00;0             ;197             ;71.12;
25/03/2022;07:15:00;0             ;198             ;71.88;
25/03/2022;07:30:00;0             ;199             ;72.64;
25/03/2022;07:45:00;0             ;199             ;72.64;
25/03/2022;08:00:00;0             ;199             ;72.64;
25/03/2022;08:15:00;0.2             ;199             ;72.64;
25/03/2022;08:30:00;0.2             ;198             ;71.88;
25/03/2022;08:45:00;0             ;198             ;71.88;
25/03/2022;09:00:00;0             ;197             ;71.12;
25/03/2022;09:15:00;0             ;196             ;70.36;
25/03/2022;09:30:00;0             ;196             ;70.36;
25/03/2022;09:45:00;0             ;195             ;69.61;
25/03/2022;10:00:00;0             ;194             ;68.86;
25/03/2022;10:15:00;0             ;193             ;68.11;
25/03/2022;10:30:00;0             ;192             ;67.37;
25/03/2022;10:45:00;0             ;191             ;66.63;
25/03/2022;11:00:00;0             ;190             ;65.89;
25/03/2022;11:15:00;0             ;189             ;65.16;
25/03/2022;11:30:00;0             ;187             ;63.7;
25/03/2022;11:45:00;0             ;186             ;62.97;
25/03/2022;12:00:00;0             ;185             ;62.25;
25/03/2022;12:15:00;0             ;184             ;61.53;
25/03/2022;12:30:00;0             ;183             ;60.81;
25/03/2022;12:45:00;0             ;182             ;60.1;
25/03/2022;13:00:00;0             ;181             ;59.39;
25/03/2022;13:15:00;0             ;181             ;59.39;
25/03/2022;13:30:00;0             ;180             ;58.68;
25/03/2022;13:45:00;0             ;179             ;57.98;
25/03/2022;14:00:00;0             ;178             ;57.28;
25/03/2022;14:15:00;0             ;177             ;56.58;
25/03/2022;14:30:00;0             ;176             ;55.89;
25/03/2022;14:45:00;0             ;176             ;55.89;
25/03/2022;15:00:00;0             ;175             ;55.2;
25/03/2022;15:15:00;0             ;174             ;54.51;
25/03/2022;15:30:00;0             ;174             ;54.51;
25/03/2022;15:45:00;0             ;174             ;54.51;
25/03/2022;16:00:00;0             ;173             ;53.82;
25/03/2022;16:15:00;0             ;173             ;53.82;
25/03/2022;16:30:00;0             ;172             ;53.14;
25/03/2022;16:45:00;0             ;172             ;53.14;
25/03/2022;17:00:00;0             ;171             ;52.46;
25/03/2022;17:15:00;0             ;171             ;52.46;
25/03/2022;17:30:00;0             ;171             ;52.46;
25/03/2022;17:45:00;0             ;171             ;52.46;
25/03/2022;18:00:00;0             ;170             ;51.79;
25/03/2022;18:15:00;0             ;170             ;51.79;
25/03/2022;18:30:00;0             ;170             ;51.79;
25/03/2022;18:45:00;0             ;170             ;51.79;
25/03/2022;19:00:00;0             ;169             ;51.11;
25/03/2022;19:15:00;0             ;169             ;51.11;
25/03/2022;19:30:00;0             ;169             ;51.11;
25/03/2022;19:45:00;0             ;168             ;50.44;
25/03/2022;20:00:00;0             ;168             ;50.44;
25/03/2022;20:15:00;0             ;168             ;50.44;
25/03/2022;20:30:00;0             ;167             ;49.78;
25/03/2022;20:45:00;0             ;167             ;49.78;
25/03/2022;21:00:00;0             ;167             ;49.78;
25/03/2022;21:15:00;0             ;167             ;49.78;
25/03/2022;21:30:00;0             ;167             ;49.78;
25/03/2022;21:45:00;0             ;166             ;49.12;
25/03/2022;22:00:00;0             ;166             ;49.12;
25/03/2022;22:15:00;0             ;166             ;49.12;
25/03/2022;22:30:00;0             ;166             ;49.12;
25/03/2022;22:45:00;0             ;166             ;49.12;
25/03/2022;23:00:00;0             ;166             ;49.12;
25/03/2022;23:15:00;0             ;165             ;48.46;
25/03/2022;23:30:00;0             ;165             ;48.46;
25/03/2022;23:45:00;0             ;165             ;48.46;
26/03/2022;00:00:00;0             ;165             ;48.46;
26/03/2022;00:15:00;0             ;165             ;48.46;
26/03/2022;00:30:00;0             ;165             ;48.46;
26/03/2022;00:45:00;0             ;164             ;47.8;
26/03/2022;01:00:00;0             ;165             ;48.46;
26/03/2022;01:15:00;0             ;164             ;47.8;
26/03/2022;01:30:00;0             ;164             ;47.8;
26/03/2022;01:45:00;0             ;164             ;47.8;
26/03/2022;02:00:00;0             ;164             ;47.8;
26/03/2022;02:15:00;0             ;165             ;48.46;
26/03/2022;02:30:00;0             ;165             ;48.46;
26/03/2022;02:45:00;0             ;165             ;48.46;
26/03/2022;03:00:00;0             ;165             ;48.46;
26/03/2022;03:15:00;0             ;166             ;49.12;
26/03/2022;03:30:00;0             ;167             ;49.78;
26/03/2022;03:45:00;0             ;167             ;49.78;
26/03/2022;04:00:00;0             ;169             ;51.11;
26/03/2022;04:15:00;0             ;170             ;51.79;
26/03/2022;04:30:00;0             ;171             ;52.46;
26/03/2022;04:45:00;0             ;171             ;52.46;
26/03/2022;05:00:00;0             ;173             ;53.82;
26/03/2022;05:15:00;0             ;175             ;55.2;
26/03/2022;05:30:00;0             ;176             ;55.89;
26/03/2022;05:45:00;0             ;180             ;58.68;
26/03/2022;06:00:00;0             ;182             ;60.1;
26/03/2022;06:15:00;0             ;183             ;60.81;
26/03/2022;06:30:00;0             ;185             ;62.25;
26/03/2022;06:45:00;0             ;186             ;62.97;
26/03/2022;07:00:00;0             ;187             ;63.7;
26/03/2022;07:15:00;0             ;188             ;64.43;
26/03/2022;07:30:00;0             ;189             ;65.16;
26/03/2022;07:45:00;0             ;189             ;65.16;
26/03/2022;08:00:00;0             ;190             ;65.89;
26/03/2022;08:15:00;0             ;190             ;65.89;
26/03/2022;08:30:00;0             ;190             ;65.89;
26/03/2022;08:45:00;0             ;190             ;65.89;
26/03/2022;09:00:00;0             ;190             ;65.89;
26/03/2022;09:15:00;0             ;190             ;65.89;
26/03/2022;09:30:00;0             ;189             ;65.16;
26/03/2022;09:45:00;0             ;189             ;65.16;
26/03/2022;10:00:00;0             ;188             ;64.43;
26/03/2022;10:15:00;0             ;187             ;63.7;
26/03/2022;10:30:00;0             ;186             ;62.97;
26/03/2022;10:45:00;0             ;186             ;62.97;
26/03/2022;11:00:00;0             ;185             ;62.25;
26/03/2022;11:15:00;0             ;184             ;61.53;
26/03/2022;11:30:00;0             ;183             ;60.81;
26/03/2022;11:45:00;0             ;182             ;60.1;
26/03/2022;12:00:00;0             ;182             ;60.1;
26/03/2022;12:15:00;0             ;181             ;59.39;
26/03/2022;12:30:00;0             ;180             ;58.68;
26/03/2022;12:45:00;0             ;179             ;57.98;
26/03/2022;13:00:00;0             ;178             ;57.28;
26/03/2022;13:15:00;0             ;177             ;56.58;
26/03/2022;13:30:00;0             ;177             ;56.58;
26/03/2022;13:45:00;0             ;176             ;55.89;
26/03/2022;14:00:00;0             ;175             ;55.2;
26/03/2022;14:15:00;0             ;174             ;54.51;
26/03/2022;14:30:00;0             ;174             ;54.51;
26/03/2022;14:45:00;0             ;173             ;53.82;
26/03/2022;15:00:00;0             ;173             ;53.82;
26/03/2022;15:15:00;0             ;172             ;53.14;
26/03/2022;15:30:00;0             ;171             ;52.46;
26/03/2022;15:45:00;0             ;171             ;52.46;
26/03/2022;16:00:00;0             ;171             ;52.46;
26/03/2022;16:15:00;0             ;170             ;51.79;
26/03/2022;16:30:00;0             ;170             ;51.79;
26/03/2022;16:45:00;0             ;170             ;51.79;
26/03/2022;17:00:00;0             ;169             ;51.11;
26/03/2022;17:15:00;0             ;169             ;51.11;
26/03/2022;17:30:00;0             ;168             ;50.44;
26/03/2022;17:45:00;0             ;168             ;50.44;
26/03/2022;18:00:00;0             ;168             ;50.44;
26/03/2022;18:15:00;0             ;168             ;50.44;
26/03/2022;18:30:00;0             ;167             ;49.78;
26/03/2022;18:45:00;0             ;167             ;49.78;
26/03/2022;19:00:00;0             ;167             ;49.78;
26/03/2022;19:15:00;0             ;167             ;49.78;
26/03/2022;19:30:00;0             ;167             ;49.78;
26/03/2022;19:45:00;0             ;166             ;49.12;
26/03/2022;20:00:00;0             ;166             ;49.12;
26/03/2022;20:15:00;0             ;166             ;49.12;
26/03/2022;20:30:00;0             ;166             ;49.12;
26/03/2022;20:45:00;0             ;166             ;49.12;
26/03/2022;21:00:00;0             ;166             ;49.12;
26/03/2022;21:15:00;0             ;166             ;49.12;
26/03/2022;21:30:00;0             ;165             ;48.46;
26/03/2022;21:45:00;0             ;165             ;48.46;
26/03/2022;22:00:00;0             ;165             ;48.46;
26/03/2022;22:15:00;0             ;165             ;48.46;
26/03/2022;22:30:00;0             ;165             ;48.46;
26/03/2022;22:45:00;0             ;165             ;48.46;
26/03/2022;23:00:00;0             ;165             ;48.46;
26/03/2022;23:15:00;0             ;165             ;48.46;
26/03/2022;23:30:00;0             ;165             ;48.46;
26/03/2022;23:45:00;0             ;165             ;48.46;
27/03/2022;00:00:00;0             ;165             ;48.46;
27/03/2022;00:15:00;0             ;165             ;48.46;
27/03/2022;00:30:00;0             ;165             ;48.46;
27/03/2022;00:45:00;0             ;165             ;48.46;
27/03/2022;01:00:00;0             ;165             ;48.46;
27/03/2022;01:15:00;0             ;165             ;48.46;
27/03/2022;01:30:00;0             ;165             ;48.46;
27/03/2022;01:45:00;0             ;165             ;48.46;
27/03/2022;02:00:00;0             ;165             ;48.46;
27/03/2022;02:15:00;0             ;165             ;48.46;
27/03/2022;02:30:00;0             ;166             ;49.12;
27/03/2022;02:45:00;0             ;166             ;49.12;
27/03/2022;03:00:00;0             ;167             ;49.78;
27/03/2022;03:15:00;0             ;167             ;49.78;
27/03/2022;03:30:00;0             ;168             ;50.44;
27/03/2022;03:45:00;0             ;170             ;51.79;
27/03/2022;04:00:00;0             ;171             ;52.46;
27/03/2022;04:15:00;0             ;173             ;53.82;
27/03/2022;04:30:00;0             ;175             ;55.2;
27/03/2022;04:45:00;0             ;177             ;56.58;
27/03/2022;05:00:00;0             ;179             ;57.98;
27/03/2022;05:15:00;0             ;182             ;60.1;
27/03/2022;05:30:00;0             ;184             ;61.53;
27/03/2022;05:45:00;0             ;187             ;63.7;
27/03/2022;06:00:00;0             ;189             ;65.16;
27/03/2022;06:15:00;0             ;191             ;66.63;
27/03/2022;06:30:00;0             ;193             ;68.11;
27/03/2022;06:45:00;0             ;195             ;69.61;
27/03/2022;07:00:00;0             ;196             ;70.36;
27/03/2022;07:15:00;0             ;197             ;71.12;
27/03/2022;07:30:00;0             ;198             ;71.88;
27/03/2022;07:45:00;0             ;199             ;72.64;
27/03/2022;08:00:00;0             ;199             ;72.64;
27/03/2022;08:15:00;0             ;199             ;72.64;
27/03/2022;08:30:00;0             ;199             ;72.64;
27/03/2022;08:45:00;0             ;198             ;71.88;
27/03/2022;09:00:00;0             ;198             ;71.88;
27/03/2022;09:15:00;0             ;198             ;71.88;
27/03/2022;09:30:00;0             ;197             ;71.12;
27/03/2022;09:45:00;0             ;196             ;70.36;
27/03/2022;10:00:00;0             ;195             ;69.61;
27/03/2022;10:15:00;0             ;194             ;68.86;
27/03/2022;10:30:00;0             ;193             ;68.11;
27/03/2022;10:45:00;0             ;192             ;67.37;
27/03/2022;11:00:00;0             ;191             ;66.63;
27/03/2022;11:15:00;0             ;189             ;65.16;
27/03/2022;11:30:00;0             ;188             ;64.43;
27/03/2022;11:45:00;0             ;187             ;63.7;
27/03/2022;12:00:00;0             ;186             ;62.97;
27/03/2022;12:15:00;0             ;185             ;62.25;
27/03/2022;12:30:00;0             ;184             ;61.53;
27/03/2022;12:45:00;0             ;183             ;60.81;
27/03/2022;13:00:00;0             ;182             ;60.1;
27/03/2022;13:15:00;0             ;181             ;59.39;
27/03/2022;13:30:00;0             ;180             ;58.68;
27/03/2022;13:45:00;0             ;179             ;57.98;
27/03/2022;14:00:00;0             ;178             ;57.28;
27/03/2022;14:15:00;0             ;177             ;56.58;
27/03/2022;14:30:00;0             ;177             ;56.58;
27/03/2022;14:45:00;0             ;176             ;55.89;
27/03/2022;15:00:00;0             ;175             ;55.2;
27/03/2022;15:15:00;0             ;174             ;54.51;
27/03/2022;15:30:00;0             ;174             ;54.51;
27/03/2022;15:45:00;0             ;173             ;53.82;
27/03/2022;16:00:00;0             ;172             ;53.14;
27/03/2022;16:15:00;0             ;172             ;53.14;
27/03/2022;16:30:00;0             ;171             ;52.46;
27/03/2022;16:45:00;0             ;171             ;52.46;
27/03/2022;17:00:00;0             ;170             ;51.79;
27/03/2022;17:15:00;0             ;169             ;51.11;
27/03/2022;17:30:00;0             ;169             ;51.11;
27/03/2022;17:45:00;0             ;169             ;51.11;
27/03/2022;18:00:00;0             ;168             ;50.44;
27/03/2022;18:15:00;0             ;168             ;50.44;
27/03/2022;18:30:00;0             ;168             ;50.44;
27/03/2022;18:45:00;0             ;167             ;49.78;
27/03/2022;19:00:00;0             ;167             ;49.78;
27/03/2022;19:15:00;0             ;167             ;49.78;
27/03/2022;19:30:00;0             ;167             ;49.78;
27/03/2022;19:45:00;0             ;166             ;49.12;
27/03/2022;20:00:00;0             ;166             ;49.12;
27/03/2022;20:15:00;0             ;166             ;49.12;
27/03/2022;20:30:00;0             ;166             ;49.12;
27/03/2022;20:45:00;0             ;166             ;49.12;
27/03/2022;21:00:00;0             ;166             ;49.12;
27/03/2022;21:15:00;0             ;165             ;48.46;
27/03/2022;21:30:00;0             ;165             ;48.46;
27/03/2022;21:45:00;0             ;165             ;48.46;
27/03/2022;22:00:00;0             ;165             ;48.46;
27/03/2022;22:15:00;0             ;165             ;48.46;
27/03/2022;22:30:00;0             ;165             ;48.46;
27/03/2022;22:45:00;0             ;165             ;48.46;
27/03/2022;23:00:00;0             ;164             ;47.8;
27/03/2022;23:15:00;0             ;164             ;47.8;
27/03/2022;23:30:00;0             ;165             ;48.46;
27/03/2022;23:45:00;0             ;165             ;48.46;
28/03/2022;00:00:00;0             ;164             ;47.8;
28/03/2022;00:15:00;0             ;164             ;47.8;
28/03/2022;00:30:00;0             ;164             ;47.8;
28/03/2022;00:45:00;0             ;164             ;47.8;
28/03/2022;01:00:00;0             ;164             ;47.8;
28/03/2022;01:15:00;0             ;164             ;47.8;
28/03/2022;01:30:00;0             ;164             ;47.8;
28/03/2022;01:45:00;0             ;164             ;47.8;
28/03/2022;02:00:00;0             ;164             ;47.8;
28/03/2022;02:15:00;0             ;165             ;48.46;
28/03/2022;02:30:00;0             ;165             ;48.46;
28/03/2022;02:45:00;0             ;165             ;48.46;
28/03/2022;03:00:00;0             ;166             ;49.12;
28/03/2022;03:15:00;0             ;167             ;49.78;
28/03/2022;03:30:00;0             ;167             ;49.78;
28/03/2022;03:45:00;0             ;169             ;51.11;
28/03/2022;04:00:00;0             ;170             ;51.79;
28/03/2022;04:15:00;0             ;172             ;53.14;
28/03/2022;04:30:00;0             ;173             ;53.82;
28/03/2022;04:45:00;0             ;175             ;55.2;
28/03/2022;05:00:00;0             ;176             ;55.89;
28/03/2022;05:15:00;0             ;178             ;57.28;
28/03/2022;05:30:00;0             ;180             ;58.68;
28/03/2022;05:45:00;0             ;181             ;59.39;
28/03/2022;06:00:00;0             ;182             ;60.1;
28/03/2022;06:15:00;0             ;183             ;60.81;
28/03/2022;06:30:00;0             ;184             ;61.53;
28/03/2022;06:45:00;0             ;184             ;61.53;
28/03/2022;07:00:00;0             ;185             ;62.25;
28/03/2022;07:15:00;0             ;185             ;62.25;
28/03/2022;07:30:00;0             ;185             ;62.25;
28/03/2022;07:45:00;0             ;184             ;61.53;
28/03/2022;08:00:00;0             ;184             ;61.53;
28/03/2022;08:15:00;0             ;184             ;61.53;
28/03/2022;08:30:00;0             ;183             ;60.81;
28/03/2022;08:45:00;0             ;183             ;60.81;
28/03/2022;09:00:00;0             ;182             ;60.1;
28/03/2022;09:15:00;0             ;181             ;59.39;
28/03/2022;09:30:00;0             ;181             ;59.39;
28/03/2022;09:45:00;0             ;180             ;58.68;
28/03/2022;10:00:00;0             ;179             ;57.98;
28/03/2022;10:15:00;0             ;178             ;57.28;
28/03/2022;10:30:00;0             ;177             ;56.58;
28/03/2022;10:45:00;0             ;177             ;56.58;
28/03/2022;11:00:00;0             ;176             ;55.89;
28/03/2022;11:15:00;0             ;175             ;55.2;
28/03/2022;11:30:00;0             ;174             ;54.51;
28/03/2022;11:45:00;0             ;174             ;54.51;
28/03/2022;12:00:00;0             ;173             ;53.82;
28/03/2022;12:15:00;0             ;172             ;53.14;
28/03/2022;12:30:00;0             ;172             ;53.14;
28/03/2022;12:45:00;0             ;171             ;52.46;
28/03/2022;13:00:00;0             ;170             ;51.79;
28/03/2022;13:15:00;0             ;170             ;51.79;
28/03/2022;13:30:00;0             ;169             ;51.11;
28/03/2022;13:45:00;0             ;169             ;51.11;
28/03/2022;14:00:00;0             ;168             ;50.44;
28/03/2022;14:15:00;0             ;168             ;50.44;
28/03/2022;14:30:00;0             ;168             ;50.44;
28/03/2022;14:45:00;0             ;168             ;50.44;
28/03/2022;15:00:00;0             ;167             ;49.78;
28/03/2022;15:15:00;0             ;167             ;49.78;
28/03/2022;15:30:00;0             ;167             ;49.78;
28/03/2022;15:45:00;0             ;167             ;49.78;
28/03/2022;16:00:00;0             ;167             ;49.78;
28/03/2022;16:15:00;0             ;166             ;49.12;
28/03/2022;16:30:00;0             ;166             ;49.12;
28/03/2022;16:45:00;0             ;166             ;49.12;
28/03/2022;17:00:00;0             ;165             ;48.46;
28/03/2022;17:15:00;0             ;165             ;48.46;
28/03/2022;17:30:00;0             ;165             ;48.46;
28/03/2022;17:45:00;0             ;165             ;48.46;
28/03/2022;18:00:00;0             ;165             ;48.46;
28/03/2022;18:15:00;0             ;165             ;48.46;
28/03/2022;18:30:00;0             ;165             ;48.46;
28/03/2022;18:45:00;0             ;164             ;47.8;
28/03/2022;19:00:00;0             ;164             ;47.8;
28/03/2022;19:15:00;0             ;164             ;47.8;
28/03/2022;19:30:00;0             ;164             ;47.8;
28/03/2022;19:45:00;0             ;164             ;47.8;
28/03/2022;20:00:00;0             ;164             ;47.8;
28/03/2022;20:15:00;0             ;165             ;48.46;
28/03/2022;20:30:00;0             ;164             ;47.8;
28/03/2022;20:45:00;0             ;164             ;47.8;
28/03/2022;21:00:00;0             ;164             ;47.8;
28/03/2022;21:15:00;0             ;164             ;47.8;
28/03/2022;21:30:00;0             ;164             ;47.8;
28/03/2022;21:45:00;0             ;164             ;47.8;
28/03/2022;22:00:00;0             ;164             ;47.8;
28/03/2022;22:15:00;0             ;164             ;47.8;
28/03/2022;22:30:00;0             ;164             ;47.8;
28/03/2022;22:45:00;0             ;163             ;47.15;
28/03/2022;23:00:00;0             ;163             ;47.15;
28/03/2022;23:15:00;0             ;163             ;47.15;
28/03/2022;23:30:00;0             ;163             ;47.15;
28/03/2022;23:45:00;0             ;163             ;47.15;
29/03/2022;00:00:00;0             ;163             ;47.15;
29/03/2022;00:15:00;0             ;163             ;47.15;
29/03/2022;00:30:00;0             ;163             ;47.15;
29/03/2022;00:45:00;0             ;163             ;47.15;
29/03/2022;01:00:00;0             ;163             ;47.15;
29/03/2022;01:15:00;0             ;163             ;47.15;
29/03/2022;01:30:00;0             ;163             ;47.15;
29/03/2022;01:45:00;0             ;163             ;47.15;
29/03/2022;02:00:00;0             ;163             ;47.15;
29/03/2022;02:15:00;0             ;163             ;47.15;
29/03/2022;02:30:00;0             ;164             ;47.8;
29/03/2022;02:45:00;0             ;164             ;47.8;
29/03/2022;03:00:00;0             ;165             ;48.46;
29/03/2022;03:15:00;0             ;166             ;49.12;
29/03/2022;03:30:00;0             ;166             ;49.12;
29/03/2022;03:45:00;0             ;168             ;50.44;
29/03/2022;04:00:00;0             ;169             ;51.11;
29/03/2022;04:15:00;0             ;171             ;52.46;
29/03/2022;04:30:00;0             ;173             ;53.82;
29/03/2022;04:45:00;0             ;175             ;55.2;
29/03/2022;05:00:00;0             ;177             ;56.58;
29/03/2022;05:15:00;0             ;179             ;57.98;
29/03/2022;05:30:00;0             ;181             ;59.39;
29/03/2022;05:45:00;0             ;183             ;60.81;
29/03/2022;06:00:00;0             ;184             ;61.53;
29/03/2022;06:15:00;0             ;186             ;62.97;
29/03/2022;06:30:00;0             ;187             ;63.7;
29/03/2022;06:45:00;0             ;188             ;64.43;
29/03/2022;07:00:00;0             ;189             ;65.16;
29/03/2022;07:15:00;0             ;189             ;65.16;
29/03/2022;07:30:00;0             ;189             ;65.16;
29/03/2022;07:45:00;0             ;189             ;65.16;
29/03/2022;08:00:00;0             ;189             ;65.16;
29/03/2022;08:15:00;0             ;189             ;65.16;
29/03/2022;08:30:00;0             ;188             ;64.43;
29/03/2022;08:45:00;0             ;188             ;64.43;
29/03/2022;09:00:00;0             ;187             ;63.7;
29/03/2022;09:15:00;0             ;187             ;63.7;
29/03/2022;09:30:00;0             ;186             ;62.97;
29/03/2022;09:45:00;0             ;185             ;62.25;
29/03/2022;10:00:00;0             ;184             ;61.53;
29/03/2022;10:15:00;0             ;183             ;60.81;
29/03/2022;10:30:00;0             ;182             ;60.1;
29/03/2022;10:45:00;0             ;181             ;59.39;
29/03/2022;11:00:00;0             ;181             ;59.39;
29/03/2022;11:15:00;0             ;180             ;58.68;
29/03/2022;11:30:00;0             ;179             ;57.98;
29/03/2022;11:45:00;0             ;178             ;57.28;
29/03/2022;12:00:00;0             ;177             ;56.58;
29/03/2022;12:15:00;0             ;176             ;55.89;
29/03/2022;12:30:00;0             ;175             ;55.2;
29/03/2022;12:45:00;0             ;174             ;54.51;
29/03/2022;13:00:00;0             ;174             ;54.51;
29/03/2022;13:15:00;0             ;173             ;53.82;
29/03/2022;13:30:00;0             ;172             ;53.14;
29/03/2022;13:45:00;0             ;172             ;53.14;
29/03/2022;14:00:00;0             ;171             ;52.46;
29/03/2022;14:15:00;0             ;170             ;51.79;
29/03/2022;14:30:00;0             ;170             ;51.79;
29/03/2022;14:45:00;0             ;170             ;51.79;
29/03/2022;15:00:00;0             ;169             ;51.11;
29/03/2022;15:15:00;0             ;168             ;50.44;
29/03/2022;15:30:00;0             ;168             ;50.44;
29/03/2022;15:45:00;0             ;168             ;50.44;
29/03/2022;16:00:00;0             ;167             ;49.78;
29/03/2022;16:15:00;0             ;167             ;49.78;
29/03/2022;16:30:00;0             ;167             ;49.78;
29/03/2022;16:45:00;0             ;166             ;49.12;
29/03/2022;17:00:00;0             ;166             ;49.12;
29/03/2022;17:15:00;0             ;166             ;49.12;
29/03/2022;17:30:00;0             ;166             ;49.12;
29/03/2022;17:45:00;0             ;166             ;49.12;
29/03/2022;18:00:00;0             ;166             ;49.12;
29/03/2022;18:15:00;0             ;165             ;48.46;
29/03/2022;18:30:00;0             ;165             ;48.46;
29/03/2022;18:45:00;0             ;165             ;48.46;
29/03/2022;19:00:00;0             ;165             ;48.46;
29/03/2022;19:15:00;0             ;165             ;48.46;
29/03/2022;19:30:00;0             ;165             ;48.46;
29/03/2022;19:45:00;0             ;165             ;48.46;
29/03/2022;20:00:00;0             ;165             ;48.46;
29/03/2022;20:15:00;0             ;165             ;48.46;
29/03/2022;20:30:00;0             ;165             ;48.46;
29/03/2022;20:45:00;0             ;165             ;48.46;
29/03/2022;21:00:00;0             ;164             ;47.8;
29/03/2022;21:15:00;0             ;164             ;47.8;
29/03/2022;21:30:00;0             ;164             ;47.8;
29/03/2022;21:45:00;0             ;164             ;47.8;
29/03/2022;22:00:00;0             ;164             ;47.8;
29/03/2022;22:15:00;0             ;164             ;47.8;
29/03/2022;22:30:00;0             ;164             ;47.8;
29/03/2022;22:45:00;0             ;164             ;47.8;
29/03/2022;23:00:00;0             ;164             ;47.8;
29/03/2022;23:15:00;0             ;164             ;47.8;
29/03/2022;23:30:00;0             ;164             ;47.8;
29/03/2022;23:45:00;0             ;164             ;47.8;
30/03/2022;00:00:00;0             ;164             ;47.8;
30/03/2022;00:15:00;0             ;164             ;47.8;
30/03/2022;00:30:00;0             ;164             ;47.8;
30/03/2022;00:45:00;0             ;164             ;47.8;
30/03/2022;01:00:00;0             ;164             ;47.8;
30/03/2022;01:15:00;0             ;165             ;48.46;
30/03/2022;01:30:00;0             ;165             ;48.46;
30/03/2022;01:45:00;0             ;165             ;48.46;
30/03/2022;02:00:00;0             ;166             ;49.12;
30/03/2022;02:15:00;0             ;166             ;49.12;
30/03/2022;02:30:00;0             ;166             ;49.12;
30/03/2022;02:45:00;0             ;167             ;49.78;
30/03/2022;03:00:00;0             ;168             ;50.44;
30/03/2022;03:15:00;0             ;168             ;50.44;
30/03/2022;03:30:00;0             ;169             ;51.11;
30/03/2022;03:45:00;0             ;170             ;51.79;
30/03/2022;04:00:00;0             ;172             ;53.14;
30/03/2022;04:15:00;0             ;173             ;53.82;
30/03/2022;04:30:00;0             ;174             ;54.51;
30/03/2022;04:45:00;0             ;176             ;55.89;
30/03/2022;05:00:00;0             ;177             ;56.58;
30/03/2022;05:15:00;0             ;178             ;57.28;
30/03/2022;05:30:00;0             ;180             ;58.68;
30/03/2022;05:45:00;0             ;181             ;59.39;
30/03/2022;06:00:00;0             ;182             ;60.1;
30/03/2022;06:15:00;0             ;183             ;60.81;
30/03/2022;06:30:00;0             ;183             ;60.81;
30/03/2022;06:45:00;0             ;184             ;61.53;
30/03/2022;07:00:00;0             ;184             ;61.53;
30/03/2022;07:15:00;0             ;184             ;61.53;
30/03/2022;07:30:00;0             ;184             ;61.53;
30/03/2022;07:45:00;0             ;184             ;61.53;
30/03/2022;08:00:00;0             ;183             ;60.81;
30/03/2022;08:15:00;0             ;183             ;60.81;
30/03/2022;08:30:00;0             ;183             ;60.81;
30/03/2022;08:45:00;0             ;182             ;60.1;
30/03/2022;09:00:00;0             ;182             ;60.1;
30/03/2022;09:15:00;0             ;181             ;59.39;
30/03/2022;09:30:00;0             ;180             ;58.68;
30/03/2022;09:45:00;0             ;179             ;57.98;
30/03/2022;10:00:00;0             ;179             ;57.98;
